Title,Release Year,Locations,Production Company,Latitude,Longitude,FormattedAddress
Bullitt,1968,Brocklebank Apartments (1000 Mason Street),Warner Brothers / Seven Arts,,,
Seven Arts,0,0,,,,
Bullitt,1968,Bay Bridge,Warner Brothers / Seven Arts,,,
Seven Arts,0,0,,,,
Bullitt,1968,2700 Vallejo Street (Pacific Heights),Warner Brothers / Seven Arts,,,
Seven Arts,0,0,,,,
Bullitt,1968,20th & Vermont Streets (Potrero Hill),Warner Brothers / Seven Arts,,,
Seven Arts,0,0,,,,
Bullitt,1968,1153-57 Taylor Street,Warner Brothers / Seven Arts,,,
Seven Arts,0,0,,,,
Burglar,1987,California Academy of Sciences (Golden Gate Park),Warner Bros. Pictures,0,0,
Burglar,1987,Green Valley Restaurant (510 Green Street Near Grant),Warner Bros. Pictures,0,0,
Burglar,1987,1627 Haight Street,Warner Bros. Pictures,37.7697315,-122.449216,"1627 Haight St, San Francisco, CA 94117, USA"
Burglar,1987,1400 18th Street,Warner Bros. Pictures,37.7627064,-122.3968104,"1400 18th St, San Francisco, CA 94107, USA"
By Hook or By Crook,2001,The Lexington Club (3464 19th Street at Lexington),Steakhaus Productions,0,0,
By Hook or By Crook,2001,"Royan Hotel (405 Valencia Street, Mission District)",Steakhaus Productions,0,0,
By Hook or By Crook,2001,"Department of Public Health (101 Grove Street at Polk, Civic Center)",Steakhaus Productions,37.7781114,-122.4186929,"San Francisco Department of Public Health, 101 Grove St, San Francisco, CA 94102, USA"
Can't Stop the Music,1980,101 Henry Adams Place,EMI Films,37.7681227,-122.4033689,"101 Henry Adams St, San Francisco, CA 94103, USA"
Cardinal X,2015,3639 Taraval St,Fire Horse Film Productions LLC,37.7415828,-122.5053758,"3639 Taraval St, San Francisco, CA 94116, USA"
Cardinal X,2015,1458 33rd Ave.,Fire Horse Film Productions LLC,37.759951,-122.491592,"1458 33rd Ave, San Francisco, CA 94122, USA"
Cardinal X,2015,Lyon at Chestnut St.,Fire Horse Film Productions LLC,37.7993888,-122.4475098,"Chestnut St & Lyon St, San Francisco, CA 94123, USA"
Summertime,2015,53 Potomac St,"Creative Monster Productions, Inc.",37.769982,-122.4327866,"53 Potomac St, San Francisco, CA 94117, USA"
Cardinal X,2015,1559 Underwood Avenue between Lane and Keith,Fire Horse Film Productions LLC,0,0,
Cardinal X,2015,1465 Revere Avenue between Keith and Jennings,Fire Horse Film Productions LLC,0,0,
Cardinal X,2015,1601 Lane St.,Fire Horse Film Productions LLC,37.7318281,-122.3896976,"1601 Lane St, San Francisco, CA 94124, USA"
Cardinal X,2015,420 Mason St.,Fire Horse Film Productions LLC,37.7875663,-122.4095949,"420 Mason St, San Francisco, CA 94102, USA"
Cardinal X,2015,119 Utah,Fire Horse Film Productions LLC,37.7674562,-122.4069221,"119 Utah St, San Francisco, CA 94103, USA"
Cardinal X,2015,100 Alemany Blvd.,Fire Horse Film Productions LLC,37.7357188,-122.4099429,"100 Alemany Blvd, San Francisco, CA 94110, USA"
Cardinal X,2015,812 22nd St. and Tennessee,Fire Horse Film Productions LLC,37.7578889,-122.3892762,"22nd St & Tennessee St, San Francisco, CA 94107, USA"
Casualties of War,1989,Mission Dolores Park (Mission District) via J-Church MUNI Train,Columbia Pictures Corporation,0,0,
Chan is Missing,1982,"Li Po (916 Grant Avenue at Washington, Chinatown)",New Yorker Films,0,0,
Chan is Missing,1982,Golden Dragon Restaurant (816 Washington Street at Grant),New Yorker Films,0,0,
Chance - Season 1 ep105,2016,Maiden Lane between Kearny and Grant,TVM Productions,0,0,
Chance - Season 1 ep105,2016,"The Drew School, 2901 California",TVM Productions,0,0,
Chance - Season 1 ep105,2016,"State Garage, 818 Leavenworth",TVM Productions,0,0,
Chance - Season 1 ep105,2016,60 Leavenworth St.,TVM Productions,37.7811707,-122.4135524,"60 Leavenworth St, San Francisco, CA 94102, USA"
Chance - Season 1 Pilot,2016,"Harvey Milk Rec Center, 50 Scott St.",TVM Productions,0,0,
Chance - Season 1 Pilot,2016,66 Potomac,TVM Productions,37.7703172,-122.432439,"66 Potomac St, San Francisco, CA 94117, USA"
Chance - Season 1 Pilot,2016,"Mario's Cafê©, 566 Columbus",TVM Productions,0,0,
Chance - Season 1 Pilot,2016,Washington Square Park,TVM Productions,37.8008473,-122.4099791,"Washington Square Park, Filbert St & Stockton St., San Francisco, CA 94133, USA"
Chance - Season 1 Pilot,2016,"William Stout Architectural Books, 804 Montgomery St.",TVM Productions,0,0,
Chance - Season 1 Pilot,2016,1055 Montgomery St.,TVM Productions,37.798888,-122.404283,"1055 Montgomery St, San Francisco, CA 94133, USA"
Chance - Season 1 Pilot,2016,60 Leavenworth St.,TVM Productions,37.7811707,-122.4135524,"60 Leavenworth St, San Francisco, CA 94102, USA"
Chance - Season 1 Pilot,2016,Jefferson Square Park,TVM Productions,37.7817433,-122.4256958,"Jefferson Square Park, Gough St, San Francisco, CA 94102, USA"
Chance - Season 1 Pilot,2016,UN Plaza/ Civic Center Bart steps,TVM Productions,37.779756,-122.41415,"Civic Center/UN Plaza Station, 1150 Market St, San Francisco, CA 94102, USA"
Chance - Season 1 Pilot,2016,940 Powell St.,TVM Productions,37.7934919,-122.4092654,"940 Powell St, San Francisco, CA 94108, USA"
Chance - Season 1 Pilot,2016,Ellis and Jones St.,TVM Productions,37.784875,-122.4128063,"Jones St & Ellis St, San Francisco, CA 94102, USA"
Chance - Season 1 Pilot,2016,"Ellis Food Center, 398 Ellis",TVM Productions,0,0,
Chance - Season 1 Pilot,2016,"Jonell's Bar, 401 Ellis",TVM Productions,0,0,
Chance - Season 1 Pilot,2016,"State Garage, 818 Leavenworth",TVM Productions,0,0,
Chance - Season 1 Pilot,2016,Antonio Alley,TVM Productions,37.785257,-122.4134107,"Antonio St, San Francisco, CA 94102, USA"
Chance - Season 1 Pilot,2016,253 4th Ave.,TVM Productions,37.783857,-122.462669,"253 4th Ave, San Francisco, CA 94118, USA"
Chance - Season 1 Pilot,2016,"Warren's Antiques, 375 9th St.",TVM Productions,0,0,
Chance - Season 1ep105,2016,Private alley along 20th St. between Tennessee and Minnesota,TVM Productions,0,0,
Chance- Season 1 ep102,2016,Mason and Pacific,TVM Productions,37.796296,-122.4117426,"Pacific Ave & Mason St, San Francisco, CA 94133, USA"
Chance- Season 1 ep102,2016,John St. between Powell and Mason,TVM Productions,37.7844688,-122.4079864,"Powell St. Station, 899 Market St, San Francisco, CA 94103, USA"
Chance- Season 1 ep102,2016,Westin St. Francis,TVM Productions,0,0,
Chance- Season 1 ep102,2016,"Betelnut restaurant, 2030 Union St.",TVM Productions,0,0,
Chance- Season 1 ep102,2016,"Sutter Stockton Garage, 444 Stockton",TVM Productions,0,0,
Chance- Season 1 ep102,2016,"YWCA, 940 Powell",TVM Productions,0,0,
Chance- Season 1 ep102,2016,"Warren's Antiques, 375 9th St.",TVM Productions,0,0,
Chance- Season 1 ep102,2016,Heron and Berwick Alleys,TVM Productions,0,0,
Chance- Season 1 ep102,2016,"Duboce St., Duboce Cafê©",TVM Productions,0,0,
Chance- Season 1 ep102,2016,Potomac and Waller,TVM Productions,37.7708691,-122.4327506,"Waller St & Potomac St, San Francisco, CA 94117, USA"
Chance- Season 1 ep102,2016,"State Garage, 818 Leavenworth",TVM Productions,0,0,
Chance- Season 1 ep103,2016,60 Leavenworth St.,TVM Productions,37.7811707,-122.4135524,"60 Leavenworth St, San Francisco, CA 94102, USA"
Chance- Season 1 ep103,2016,"Blue Danube Cafê©, 306 Clement",TVM Productions,0,0,
Chance- Season 1 ep103,2016,"San Francisco Art Institute, 800 Chestnut",TVM Productions,0,0,
Chance- Season 1 ep103,2016,Laguna Honda Hospital,TVM Productions,0,0,
Chance- Season 1 ep103,2016,350 Santa Ana Ave.,TVM Productions,37.730616,-122.46829,"350 Santa Ana Ave, San Francisco, CA 94127, USA"
Chance- Season 1 ep103,2016,878-898 Chestnut St.,TVM Productions,37.8033262,-122.4181013,"898 Chestnut St, San Francisco, CA 94133, USA"
Chance- Season 1 ep103,2016,Forrest Hill Muni Station,TVM Productions,37.7480295,-122.4591606,"Forest Hill Station, San Francisco, CA 94116"
Chance- Season 1 ep103,2016,60 Potomac,TVM Productions,37.770158,-122.43233,"60 Potomac St, San Francisco, CA 94117, USA"
Chance- Season 1 ep103,2016,"The Drew School, 2901 California",TVM Productions,0,0,
Chance- Season 1 ep103,2016,San Bruno and Alameda,TVM Productions,37.7684934,-122.4057079,"San Bruno Ave & Alameda St, San Francisco, CA 94103, USA"
Chance- Season 1 ep103,2016,17th and Arkansas,TVM Productions,37.7650337,-122.3987168,"17th St & Arkansas St, San Francisco, CA 94107, USA"
Chance- Season 1 ep104,2016,Bush and Sansome St.,TVM Productions,37.7911874,-122.4007825,"Bush St & Sansome St, San Francisco, CA 94104, USA"
Chance- Season 1 ep104,2016,"Bayview Police Station, 201 Williams Ave.",TVM Productions,37.7298279,-122.3977161,"San Francisco Police Department; Bayview Station, 201 Williams Ave, San Francisco, CA 94124, USA"
Chance- Season 1 ep104,2016,Miraloma Mall at Portola Frontage Road,TVM Productions,0,0,
Chance- Season 1 ep104,2016,1018 Tennessee St.,TVM Productions,37.758936,-122.389657,"1018 Tennessee St, San Francisco, CA 94107, USA"
Chance- Season 1 ep104,2016,901/909Tennessee St.,TVM Productions,37.760022,-122.389134,"909 Tennessee St, San Francisco, CA 94107, USA"
Chance- Season 1 ep104,2016,Palace of Fine Arts,TVM Productions,0,0,
Chance- Season 1 ep104,2016,"Agua Vista Park at Mission Rock, 817 Terry A Francois Blvd.",TVM Productions,0,0,
Chance- Season 1 ep104,2016,200 Kansas St.,TVM Productions,37.7667651,-122.4042173,"200 Kansas St, San Francisco, CA 94103, USA"
Chance- Season 1 ep104,2016,15th St. between Vermont and Kansas,TVM Productions,0,0,
Chance- Season 1 ep106,2016,Washington Square Park,TVM Productions,0,0,
Chance- Season 1 ep106,2016,Grant between Union and Green,TVM Productions,0,0,
Chance- Season 1 ep106,2016,60 Leavenworth St.,TVM Productions,0,0,
Chance- Season 1 ep106,2016,Montgomery between Pacific and Broadway,TVM Productions,0,0,
Chance- Season 1 ep106,2016,Treasure Island,TVM Productions,0,0,
Chance- Season 1 ep106,2016,2 Rowland,TVM Productions,0,0,
Chance- Season 1 ep106,2016,McAllister between Leavenworth and Hyde,TVM Productions,0,0,
Chance- Season 1 ep107,2016,"Punjab Cafê©, 838 24th St.",TVM Productions,0,0,
Chance- Season 1 ep107,2016,60 Potomac,TVM Productions,0,0,
Chance- Season 1 ep107,2016,Buena Vista betweeen Upper Terrace and Java St.,TVM Productions,0,0,
Chance- Season 1 ep107,2016,157 Commonwealth,TVM Productions,0,0,
Chance- Season 1 ep107,2016,1461 Page St.,TVM Productions,0,0,
Chance- Season 1 ep107,2016,1958 Valencia St.,TVM Productions,0,0,
Chance- Season 1 ep107,2016,145 Barlett St.,TVM Productions,0,0,
Chance- Season 1 ep108,2016,Huntington Park,TVM Productions,0,0,
Chance- Season 1 ep108,2016,Fairmont Hotel,TVM Productions,0,0,
Chance- Season 1 ep108,2016,1000 Mason St.,TVM Productions,0,0,
Chance- Season 1 ep108,2016,St. Mary's Square Park,TVM Productions,0,0,
Chance- Season 1 ep109,2016,Terry A. Francois Blvd.,TVM Productions,0,0,
Chance- Season 1 ep109,2016,2 Rowland,TVM Productions,0,0,
Chance- Season 1 ep109,2016,Ocean Park Motel,TVM Productions,0,0,
Chance- Season 1 ep109,2016,"Cliffhouse, 1090 Point Lobos Ave.",TVM Productions,0,0,
Chance- Season 1 ep109,2016,850 Bryant- 6th floor County Jail,TVM Productions,0,0,
Chance- Season 1 ep109,2016,60 Leavenworth St.,TVM Productions,37.7811707,-122.4135524,"60 Leavenworth St, San Francisco, CA 94102, USA"
Chance- Season 1 ep110,2016,San Francisco General Hospital,TVM Productions,0,0,
Chance- Season 1 ep110,2016,1901 Ocean Ave. at Ashton Ave.,TVM Productions,37.7250734,-122.4625197,"1901 Ocean Ave, San Francisco, CA 94127, USA"
Chance- Season 1 ep110,2016,1 Urbano,TVM Productions,37.724404,-122.463524,"1 Urbano Dr, San Francisco, CA 94127, USA"
Chance- Season 1 ep110,2016,18 Urbano,TVM Productions,37.724689,-122.463036,"18 Urbano Dr, San Francisco, CA 94127, USA"
Chance- Season 1 ep110,2016,Ocean Park Motel,TVM Productions,0,0,
Chance- Season 1 ep110,2016,"Cliffhouse, 1090 Point Lobos Ave.",TVM Productions,0,0,
Cherish,2002,387 Fair Oaks at 25th Street,3 Ring Circus Films,37.750608,-122.423581,"387 Fair Oaks St, San Francisco, CA 94110, USA"
Chu Chu and the Philly Flash,1981,Transbay Terminal (Mission Street at 1st Street),Melvin Simon Productions,37.7893387,-122.3924805,"Transbay Temporary Terminal Station, 200 Folsom St, San Francisco, CA 94105, USA"
Chu Chu and the Philly Flash,1981,"Fairmont Hotel (950 Mason Street, Nob Hill)",Melvin Simon Productions,0,0,
Chu Chu and the Philly Flash,1981,22nd and Carolina Streets (Potrero Hill),Melvin Simon Productions,37.757247,-122.400008,"22nd St & Carolina St, San Francisco, CA 94107, USA"
City of Angels,1998,San Francisco Public Library Main Branch (100 Larkin Street),Atlas Entertainment,37.7791635,-122.4158558,"San Francisco Public Library, 100 Larkin St, San Francisco, CA 94102, USA"
Class Action,1991,"Mission Dolores (3321 16th Street, Mission District)",Interscope Communications,37.7643856,-122.4275673,"3321 16th St, San Francisco, CA 94114, USA"
Class Action,1991,City Hall,Interscope Communications,37.7792597,-122.4192646,"San Francisco City Hall, 1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102, USA"
Class Action,1991,Bix Restaurant (56 Gold Street),Interscope Communications,0,0,
Common Threads: Stories From the Quilt,1989,The Castro,Home Box Office (HBO),37.7609082,-122.4350043,"The Castro, San Francisco, CA, USA"
Confessions of a Burning Man,2003,,Hotbed Media,0,0,
Copycat,1995,Treasure Island,Regency Enterprises,37.8235515,-122.370648,"Treasure Island, San Francisco, CA, USA"
Copycat,1995,Twin Peaks,Regency Enterprises,37.7525098,-122.4475683,"Twin Peaks, 501 Twin Peaks Blvd, San Francisco, CA 94114, USA"
Copycat,1995,Sound Factory (1st and Harrison Streets),Regency Enterprises,0,0,
Copycat,1995,"Java House (Pier 40, Embarcadero)",Regency Enterprises,0,0,
Copycat,1995,Alta Plaza Park,Regency Enterprises,37.7911417,-122.4376241,"Alta Plaza Park, Jackson St & Steiner St., San Francisco, CA 94115, USA"
Copycat,1995,82 & 67 Rico Way (Marina District),Regency Enterprises,0,0,
Crackers,1984,24th Street between Mission Street and Potrero Avenue,Universal Pictures,37.7524763,-122.4181458,"24th St Mission Station, 2800 Mission St, San Francisco, CA 94110, USA"
Crackers,1984,La Rondalla (Valencia and 20th Streets),Universal Pictures,0,0,
CSI: NY- episode 903,2012,Palace of Fine Arts,CBS Television Studios,0,0,
D.O.A,1950,Powell & California Streets,Cardinal Pictures,37.7920527,-122.409182,"California St & Powell St, San Francisco, CA 94108, USA"
D.O.A,1950,Southern Pacific Memorial Hospital (1400 Fell Street),Cardinal Pictures,37.7741874,-122.4420882,"Southern Pacific Hospital, San Francisco, CA 94117, USA"
D.O.A,1950,The Embarcadero/ Ferry Building,Cardinal Pictures,37.7955469,-122.3934177,"San Francisco Ferry Bldg, 1 Sausalito - San Francisco Ferry Bldg, San Francisco, CA 94111, USA"
D.O.A,1950,Union Square,Cardinal Pictures,37.7883501,-122.4075872,"Union Square, 333 Post St, San Francisco, CA 94108, USA"
D.O.A,1950,Westin St. Francis Hotel (335 Powell Street),Cardinal Pictures,0,0,
D.O.A,1950,Chambord Apartments (1298 Sacramento Street at Jones),Cardinal Pictures,0,0,
D.O.A,1950,Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle),Cardinal Pictures,0,0,
D.O.A,1950,Market & Steuart Streets (Financial District),Cardinal Pictures,37.7944659,-122.3947991,"Market St & Steuart St, San Francisco, CA 94105, USA"
D.O.A,1950,Market Street (from 6th- 4th Streets),Cardinal Pictures,0,0,
Dark Passage,1947,Golden Gate Bridge,Warner Bros. Pictures,37.8199286,-122.4782551,"Golden Gate Bridge, San Francisco, CA, USA"
Dark Passage,1947,The Malloch Apartment Building (1360 Montgomery Street),Warner Bros. Pictures,0,0,
Dark Passage,1947,"Filbert Steps, Filbert Street",Warner Bros. Pictures,37.8019672,-122.4046607,"Filbert, San Francisco, CA 94133, USA"
Dawn of the Planet of the Apes,2014,University Club,"Fox Louisiana Productions, LLC",0,0,
Dawn of the Planet of the Apes,2014,Filbert St. from Hyde to Leavenworth,"Fox Louisiana Productions, LLC",37.7939411,-122.4163172,"Leavenworth St, San Francisco, CA, USA"
Dawn of the Planet of the Apes,2014,California St from Mason to Kearny,"Fox Louisiana Productions, LLC",37.7929089,-122.4044075,"Kearny St & California St, San Francisco, CA 94104, USA"
Dawn of the Planet of the Apes,2014,City Hall,"Fox Louisiana Productions, LLC",37.7792597,-122.4192646,"San Francisco City Hall, 1 Dr Carlton B Goodlett Pl, San Francisco, CA 94102, USA"
Dawn of the Planet of the Apes,2014,Alioto Park,"Fox Louisiana Productions, LLC",37.7588666,-122.4181453,"Alioto Park, San Francisco, CA 94110, USA"
Dawn of the Planet of the Apes,2014,California & Powell,"Fox Louisiana Productions, LLC",37.7920527,-122.409182,"California St & Powell St, San Francisco, CA 94108, USA"
Dawn of the Planet of the Apes,2014,Columbus & Pacific Ave,"Fox Louisiana Productions, LLC",37.7970734,-122.4055576,"San Francisco, CA 94133, USA"
Days of Wine and Roses,1962,,Warner Bros. Pictures,0,0,
Desperate Measures,1998,,Mandalay Entertainment,0,0,
Dim Sum: A Little Bit of Heart,1985,San Francisco International Airport,CIM,37.6213129,-122.3789554,"San Francisco International Airport, San Francisco, CA 94128, USA"
Dim Sum: A Little Bit of Heart,1985,"Li Po (916 Grant Avenue at Washington, Chinatown)",CIM,0,0,
Dim Sum: A Little Bit of Heart,1985,Chinatown,CIM,37.7941378,-122.4077914,"Chinatown, San Francisco, CA, USA"
Etruscan Smile,2017,"Mudpie, 2185 Fillmore Street","Po Valley Productions, LLC",0,0,
Dirty Harry,1971,"Marina Green, Marina District",The Malpaso Company,37.8062419,-122.4349436,"Marina Green Triangle, 200 Marina Blvd, San Francisco, CA 94123, USA"
Dirty Harry,1971,"Washington Square, North Beach",The Malpaso Company,37.8008473,-122.4099791,"Washington Square Park, Filbert St & Stockton St., San Francisco, CA 94133, USA"
Dirty Harry,1971,The Embarcadero,The Malpaso Company,37.7992627,-122.3976732,"Embarcadero, San Francisco, CA, USA"
Dirty Harry,1971,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)",The Malpaso Company,0,0,
Dirty Harry,1971,San Francisco Drydock (20th and Illinois Streets),The Malpaso Company,0,0,
Dirty Harry,1971,Portsmouth Square (Chinatown),The Malpaso Company,0,0,
Dirty Harry,1971,"Mt. Davidson Cross, Mt. Davidson",The Malpaso Company,37.738346,-122.4547746,"Mt Davidson Cross, 125 Dalewood Way, San Francisco, CA 94127, USA"
Dirty Harry,1971,Mission Dolores Park (Mission District),The Malpaso Company,37.7597727,-122.427063,"Dolores Park, 19th St & Dolores Street, San Francisco, CA 94114, USA"
Dirty Harry,1971,"Kezar Stadium, Golden Gate Park",The Malpaso Company,0,0,
Dirty Harry,1971,Holiday Inn Select Downtown Hotel (750 Kearney Street),The Malpaso Company,0,0,
Dirty Harry,1971,Hall of Justice (850 Bryant Street),The Malpaso Company,37.775471,-122.4037169,"Hall of Justice, 850 Bryant St, San Francisco, CA 94103, USA"
Dirty Harry,1971,Forest Hill Station- MUNI,The Malpaso Company,37.7480295,-122.4591606,"Forest Hill Station, San Francisco, CA 94116"
Dirty Harry,1971,Dante Building (1606 Stockton Street at Union),The Malpaso Company,0,0,
